date,TXm
1892-01-01,3.009677419354839
1892-02-01,5.1482758620689655
1892-03-01,5.483870967741935
1892-04-01,12.433333333333334
1892-05-01,17.67096774193548
1892-06-01,18.8
1892-07-01,20.103225806451615
1892-08-01,21.42258064516129
1892-09-01,17.976666666666667
1892-10-01,11.187096774193549
1892-11-01,9.16
1892-12-01,2.370967741935484
1893-01-01,0.11290322580645158
1893-02-01,6.914285714285714
1893-03-01,11.167741935483871
1893-04-01,16.62666666666667
1893-05-01,17.93548387096774
1893-06-01,20.66
1893-07-01,21.451612903225808
1893-08-01,22.18064516129032
1893-09-01,17.173333333333336
1893-10-01,13.432258064516128
1893-11-01,6.316666666666666
1893-12-01,4.699999999999999
1894-01-01,4.148387096774194
1894-02-01,5.971428571428571
1894-03-01,10.32258064516129
1894-04-01,15.883333333333333
1894-05-01,14.870967741935484
1894-06-01,18.016666666666666
1894-07-01,21.203225806451613
1894-08-01,18.84193548387097
1894-09-01,16.016666666666666
1894-10-01,12.003225806451614
1894-11-01,9.183333333333334
1894-12-01,5.716129032258064
1895-01-01,1.2870967741935484
1895-02-01,-2.189285714285714
1895-03-01,6.9
1895-04-01,13.073333333333332
1895-05-01,16.641935483870967
1895-06-01,20.07
1895-07-01,19.906451612903226
1895-08-01,20.406451612903226
1895-09-01,22.616666666666667
1895-10-01,11.706451612903225
1895-11-01,10.103333333333333
1895-12-01,4.151612903225806
1896-01-01,3.5516129032258066
1896-02-01,5.289655172413793
1896-03-01,10.270967741935483
1896-04-01,10.9
1896-05-01,15.496774193548386
1896-06-01,20.813333333333333
1896-07-01,22.219354838709677
1896-08-01,18.6
1896-09-01,17.25
1896-10-01,11.206451612903225
1896-11-01,4.703333333333333
1896-12-01,4.112903225806452
1897-01-01,2.0580645161290323
1897-02-01,7.017857142857143
1897-03-01,9.748387096774193
1897-04-01,11.846666666666666
1897-05-01,15.32258064516129
1897-06-01,21.033333333333335
1897-07-01,20.65806451612903
1897-08-01,21.248387096774195
1897-09-01,16.42
1897-10-01,13.922580645161291
1897-11-01,8.01
1897-12-01,5.941935483870967
1898-01-01,6.080645161290323
1898-02-01,6.057142857142857
1898-03-01,5.790322580645161
1898-04-01,12.846666666666666
1898-05-01,14.612903225806452
1898-06-01,17.986666666666668
1898-07-01,18.812903225806455
1898-08-01,23.177419354838708
1898-09-01,20.783333333333335
1898-10-01,14.503225806451614
1898-11-01,9.92
1898-12-01,7.83225806451613
1899-01-01,7.087096774193548
1899-02-01,8.203571428571427
1899-03-01,7.95483870967742
1899-04-01,11.126666666666667
1899-05-01,14.906451612903227
1899-06-01,19.753333333333334
1899-07-01,21.91290322580645
1899-08-01,23.225806451612904
1899-09-01,17.7
1899-10-01,14.135483870967741
1899-11-01,10.91
1899-12-01,1.403225806451613
1900-01-01,5.364516129032259
1900-02-01,5.992857142857143
1900-03-01,6.187096774193549
1900-04-01,11.616666666666667
1900-05-01,15.206451612903226
1900-06-01,19.616666666666667
1900-07-01,23.561290322580643
1900-08-01,19.983870967741936
1900-09-01,18.993333333333332
1900-10-01,13.687096774193549
1900-11-01,8.556666666666667
1900-12-01,7.719354838709677
1901-01-01,4.1000000000000005
1901-02-01,1.1
1901-03-01,5.922580645161291
1901-04-01,12.826666666666666
1901-05-01,17.62258064516129
1901-06-01,20.209999999999997
1901-07-01,24.041935483870965
1901-08-01,21.23225806451613
1901-09-01,18.44
1901-10-01,13.577419354838709
1901-11-01,7.406666666666666
1901-12-01,4.767741935483872
1902-01-01,6.048387096774194
1902-02-01,3.3214285714285716
1902-03-01,9.538709677419355
1902-04-01,12.793333333333333
1902-05-01,12.916129032258064
1902-06-01,19.326666666666664
1902-07-01,20.029032258064515
1902-08-01,19.07741935483871
1902-09-01,17.38
1902-10-01,11.435483870967742
1902-11-01,7.47
1902-12-01,4.051612903225807
1903-01-01,5.296774193548386
1903-02-01,8.321428571428571
1903-03-01,11.116129032258065
1903-04-01,8.476666666666667
1903-05-01,17.59032258064516
1903-06-01,18.53666666666667
1903-07-01,20.396774193548385
1903-08-01,18.932258064516127
1903-09-01,19.146666666666665
1903-10-01,14.151612903225805
1903-11-01,8.353333333333333
1903-12-01,2.793548387096774
1904-01-01,3.1451612903225805
1904-02-01,5.672413793103448
1904-03-01,6.793548387096774
1904-04-01,13.926666666666668
1904-05-01,16.887096774193548
1904-06-01,19.02
1904-07-01,24.616129032258065
1904-08-01,21.76774193548387
1904-09-01,17.153333333333332
1904-10-01,13.112903225806452
1904-11-01,7.423333333333333
1904-12-01,6.793548387096774
1905-01-01,3.6129032258064515
1905-02-01,6.235714285714286
1905-03-01,9.783870967741937
1905-04-01,11.226666666666667
1905-05-01,16.325806451612905
1905-06-01,21.733333333333334
1905-07-01,22.551612903225806
1905-08-01,19.996774193548386
1905-09-01,16.94
1905-10-01,9.12258064516129
1905-11-01,6.843333333333334
1905-12-01,4.490322580645161
1906-01-01,6.109677419354839
1906-02-01,5.064285714285715
1906-03-01,7.490322580645161
1906-04-01,12.59
1906-05-01,16.858064516129033
1906-06-01,18.763333333333332
1906-07-01,21.67096774193548
1906-08-01,21.674193548387095
1906-09-01,18.746666666666666
1906-10-01,16.161290322580644
1906-11-01,9.653333333333334
1906-12-01,2.761290322580645
1907-01-01,4.12258064516129
1907-02-01,3.2214285714285715
1907-03-01,9.55483870967742
1907-04-01,11.979999999999999
1907-05-01,17.32903225806452
1907-06-01,17.683333333333334
1907-07-01,18.096774193548388
1907-08-01,20.219354838709677
1907-09-01,19.743333333333332
1907-10-01,14.558064516129033
1907-11-01,9.19
1907-12-01,5.687096774193549
1908-01-01,2.519354838709677
1908-02-01,5.889655172413794
1908-03-01,6.687096774193549
1908-04-01,10.286666666666667
1908-05-01,17.825806451612905
1908-06-01,20.956666666666667
1908-07-01,21.312903225806455
1908-08-01,19.019354838709678
1908-09-01,18.55
1908-10-01,16.087096774193547
1908-11-01,8.52
1908-12-01,3.425806451612903
1909-01-01,3.7548387096774194
1909-02-01,4.046428571428572
1909-03-01,6.393548387096774
1909-04-01,14.133333333333333
1909-05-01,16.929032258064513
1909-06-01,17.166666666666668
1909-07-01,17.81935483870968
1909-08-01,21.183870967741935
1909-09-01,17.07
1909-10-01,14.661290322580646
1909-11-01,6.6433333333333335
1909-12-01,5.967741935483871
1910-01-01,5.503225806451613
1910-02-01,6.767857142857143
1910-03-01,9.848387096774195
1910-04-01,11.786666666666667
1910-05-01,16.719354838709677
1910-06-01,20.41
1910-07-01,18.57741935483871
1910-08-01,20.116129032258065
1910-09-01,17.40666666666667
1910-10-01,14.629032258064516
1910-11-01,6.319999999999999
1910-12-01,7.932258064516129
1911-01-01,2.545161290322581
1911-02-01,6.042857142857143
1911-03-01,8.94516129032258
1911-04-01,12.093333333333334
1911-05-01,18.58709677419355
1911-06-01,19.06
1911-07-01,24.858064516129033
1911-08-01,26.183870967741935
1911-09-01,21.453333333333333
1911-10-01,13.716129032258063
1911-11-01,8.233333333333333
1911-12-01,7.890322580645161
1912-01-01,5.467741935483871
1912-02-01,8.879310344827585
1912-03-01,10.33548387096774
1912-04-01,13.25
1912-05-01,17.874193548387098
1912-06-01,19.576666666666664
1912-07-01,22.664516129032258
1912-08-01,17.258064516129032
1912-09-01,14.386666666666665
1912-10-01,12.393548387096773
1912-11-01,7.21
1912-12-01,8.32258064516129
1913-01-01,6.396774193548388
1913-02-01,7.196428571428571
1913-03-01,10.706451612903226
1913-04-01,13.07
1913-05-01,17.567741935483873
1913-06-01,18.333333333333332
1913-07-01,18.396774193548385
1913-08-01,19.825806451612905
1913-09-01,19.083333333333332
1913-10-01,15.754838709677419
1913-11-01,10.706666666666667
1913-12-01,5.300000000000001
1914-01-01,1.3870967741935485
1914-02-01,9.950000000000001
1914-03-01,9.503225806451614
1914-04-01,15.58
1914-05-01,15.748387096774193
1914-06-01,18.773333333333333
1914-07-01,21.432258064516127
1914-08-01,22.129032258064516
1914-09-01,18.16
1914-10-01,12.761290322580646
1914-11-01,7.6466666666666665
1914-12-01,7.435483870967742
1915-01-01,4.719354838709678
1915-02-01,6.464285714285714
1915-03-01,7.151612903225806
1915-04-01,12.16
1915-05-01,18.216129032258067
1915-06-01,21.683333333333334
1915-07-01,20.541935483870965
1915-08-01,20.23225806451613
1915-09-01,18.166666666666668
1915-10-01,11.638709677419355
1915-11-01,5.3
1915-12-01,8.790322580645162
1916-01-01,8.17741935483871
1916-02-01,5.913793103448276
1916-03-01,8.029032258064516
1916-04-01,12.92
1916-05-01,18.093548387096774
1916-06-01,16.443333333333335
1916-07-01,19.432258064516127
1916-08-01,20.89032258064516
1916-09-01,17.35
1916-10-01,13.074193548387097
1916-11-01,8.226666666666667
1916-12-01,4.780645161290322
1917-01-01,0.8870967741935484
1917-02-01,1.4642857142857142
1917-03-01,5.5
1917-04-01,8.610000000000001
1917-05-01,20.483870967741936
1917-06-01,23.15
1917-07-01,20.951612903225808
1917-08-01,19.993548387096773
1917-09-01,19.703333333333333
1917-10-01,11.670967741935485
1917-11-01,9.29
1917-12-01,1.903225806451613
1918-01-01,6.661290322580645
1918-02-01,7.464285714285714
1918-03-01,9.958064516129031
1918-04-01,11.67
1918-05-01,19.393548387096775
1918-06-01,18.676666666666666
1918-07-01,21.229032258064517
1918-08-01,21.006451612903227
1918-09-01,17.91
1918-10-01,12.577419354838709
1918-11-01,7.573333333333333
1918-12-01,8.596774193548388
1919-01-01,4.064516129032258
1919-02-01,4.321428571428571
1919-03-01,7.241935483870968
1919-04-01,10.416666666666666
1919-05-01,19.11935483870968
1919-06-01,20.11
1919-07-01,17.480645161290322
1919-08-01,21.603225806451615
1919-09-01,19.836666666666666
1919-10-01,11.193548387096774
1919-11-01,4.786666666666666
1919-12-01,6.422580645161291
1920-01-01,6.854838709677419
1920-02-01,9.86896551724138
1920-03-01,11.390322580645162
1920-04-01,12.833333333333334
1920-05-01,17.774193548387096
1920-06-01,19.903333333333332
1920-07-01,20.351612903225806
1920-08-01,18.248387096774195
1920-09-01,17.959999999999997
1920-10-01,14.87741935483871
1920-11-01,8.333333333333334
1920-12-01,4.825806451612903
1921-01-01,8.509677419354839
1921-02-01,6.903571428571429
1921-03-01,11.432258064516128
1921-04-01,13.793333333333333
1921-05-01,18.864516129032257
1921-06-01,19.92
1921-07-01,25.616129032258065
1921-08-01,22.335483870967742
1921-09-01,20.866666666666667
1921-10-01,19.006451612903227
1921-11-01,5.29
1921-12-01,5.180645161290323
1922-01-01,3.92258064516129
1922-02-01,6.685714285714286
1922-03-01,7.687096774193549
1922-04-01,10.313333333333333
1922-05-01,19.693548387096776
1922-06-01,19.833333333333332
1922-07-01,19.096774193548388
1922-08-01,19.274193548387096
1922-09-01,16.236666666666668
1922-10-01,10.506451612903225
1922-11-01,6.903333333333333
1922-12-01,6.390322580645161
1923-01-01,5.52258064516129
1923-02-01,7.853571428571429
1923-03-01,10.061290322580644
1923-04-01,12.923333333333334
1923-05-01,14.687096774193549
1923-06-01,15.876666666666667
1923-07-01,23.541935483870965
1923-08-01,21.164516129032258
1923-09-01,18.60666666666667
1923-10-01,14.59032258064516
1923-11-01,5.706666666666666
1923-12-01,3.670967741935484
1924-01-01,5.122580645161291
1924-02-01,3.1999999999999997
1924-03-01,8.009677419354839
1924-04-01,11.53
1924-05-01,18.73225806451613
1924-06-01,19.323333333333334
1924-07-01,21.309677419354838
1924-08-01,18.283870967741933
1924-09-01,18.086666666666666
1924-10-01,14.30967741935484
1924-11-01,8.726666666666667
1924-12-01,6.535483870967742
1925-01-01,6.803225806451613
1925-02-01,7.653571428571429
1925-03-01,6.716129032258064
1925-04-01,12.793333333333333
1925-05-01,18.493548387096773
1925-06-01,19.84
1925-07-01,22.370967741935484
1925-08-01,20.203225806451613
1925-09-01,15.906666666666666
