date,TNm
1892-01-01,-1.8838709677419354
1892-02-01,-0.43448275862068964
1892-03-01,-1.5483870967741935
1892-04-01,3.0166666666666666
1892-05-01,7.958064516129032
1892-06-01,9.74
1892-07-01,10.764516129032257
1892-08-01,12.66451612903226
1892-09-01,10.466666666666667
1892-10-01,5.380645161290323
1892-11-01,4.510000000000001
1892-12-01,-2.512903225806452
1893-01-01,-5.116129032258065
1893-02-01,1.657142857142857
1893-03-01,2.832258064516129
1893-04-01,5.42
1893-05-01,8.567741935483872
1893-06-01,10.66
1893-07-01,12.86774193548387
1893-08-01,13.358064516129033
1893-09-01,9.393333333333334
1893-10-01,7.693548387096774
1893-11-01,0.9299999999999999
1893-12-01,-0.13548387096774192
1894-01-01,-0.29677419354838713
1894-02-01,0.4428571428571429
1894-03-01,2.858064516129032
1894-04-01,6.923333333333334
1894-05-01,6.225806451612903
1894-06-01,10.093333333333334
1894-07-01,13.02258064516129
1894-08-01,12.406451612903227
1894-09-01,8.713333333333333
1894-10-01,6.319354838709677
1894-11-01,4.12
1894-12-01,1.8451612903225807
1895-01-01,-4.116129032258065
1895-02-01,-8.467857142857143
1895-03-01,0.6935483870967742
1895-04-01,4.703333333333333
1895-05-01,7.661290322580645
1895-06-01,10.153333333333334
1895-07-01,12.038709677419355
1895-08-01,12.425806451612903
1895-09-01,11.786666666666667
1895-10-01,4.706451612903226
1895-11-01,4.826666666666667
1895-12-01,-0.21290322580645166
1896-01-01,0.01935483870967742
1896-02-01,-0.5241379310344827
1896-03-01,3.7
1896-04-01,3.5366666666666666
1896-05-01,6.067741935483871
1896-06-01,11.606666666666666
1896-07-01,12.780645161290321
1896-08-01,10.964516129032257
1896-09-01,10.606666666666666
1896-10-01,5.561290322580645
1896-11-01,-0.47333333333333333
1896-12-01,0.5548387096774193
1897-01-01,-1.7322580645161292
1897-02-01,1.8785714285714286
1897-03-01,3.893548387096774
1897-04-01,3.893333333333333
1897-05-01,6.596774193548387
1897-06-01,12.463333333333333
1897-07-01,12.312903225806451
1897-08-01,13.270967741935483
1897-09-01,9.34
1897-10-01,5.590322580645162
1897-11-01,1.4733333333333334
1897-12-01,0.8677419354838709
1898-01-01,1.5548387096774194
1898-02-01,0.775
1898-03-01,0.4096774193548387
1898-04-01,4.176666666666667
1898-05-01,6.919354838709677
1898-06-01,10.043333333333333
1898-07-01,10.680645161290323
1898-08-01,13.719354838709679
1898-09-01,10.496666666666666
1898-10-01,7.703225806451614
1898-11-01,3.4466666666666668
1898-12-01,2.6838709677419357
1899-01-01,1.396774193548387
1899-02-01,0.9
1899-03-01,-0.08387096774193546
1899-04-01,4.3533333333333335
1899-05-01,6.416129032258064
1899-06-01,9.946666666666665
1899-07-01,12.880645161290323
1899-08-01,12.958064516129031
1899-09-01,9.94
1899-10-01,4.909677419354838
1899-11-01,5.506666666666666
1899-12-01,-4.148387096774194
1900-01-01,1.3064516129032258
1900-02-01,-0.3785714285714286
1900-03-01,-0.26129032258064516
1900-04-01,3.2266666666666666
1900-05-01,6.087096774193549
1900-06-01,11.24
1900-07-01,13.46774193548387
1900-08-01,11.845161290322581
1900-09-01,9.766666666666667
1900-10-01,6.161290322580645
1900-11-01,4.033333333333333
1900-12-01,2.8096774193548386
1901-01-01,-1.4870967741935484
1901-02-01,-4.303571428571429
1901-03-01,0.6903225806451614
1901-04-01,4.953333333333333
1901-05-01,7.274193548387097
